ProductID,WarehouseID,StockLevel,ReorderPoint,SafetyStock,PotentialRevenue
P082,W009,68,99,21,76017.88
P082,W010,437,97,23,488526.67
P083,W001,87,81,52,97065.03
P083,W002,243,61,51,271112.67
P083,W003,688,108,74,767594.72
P083,W004,192,144,76,214212.48
P083,W005,308,75,24,343632.52
P083,W006,94,120,31,104874.86
P083,W007,285,110,36,317971.65
P083,W008,260,52,20,290079.4
P083,W009,280,129,35,312393.2
P083,W010,452,54,33,504291.88
P084,W001,326,52,60,370362.08
P084,W002,47,64,51,53395.76
P084,W003,357,127,49,405580.56
P084,W004,264,145,24,299925.12
P084,W005,164,137,44,186317.12
P084,W006,301,135,26,341960.08
P084,W007,413,141,25,469201.04
P084,W008,247,103,70,280611.76
P084,W009,400,129,56,454432.0
P084,W010,184,73,63,209038.72
P085,W001,270,137,59,281518.2
P085,W002,467,137,38,486922.22
P085,W003,503,55,75,524457.98
P085,W004,499,96,26,520287.34
P085,W005,37,94,66,38578.42
P085,W006,113,95,59,117820.58
P085,W007,318,137,76,331565.88
P085,W008,499,77,52,520287.34
P085,W009,188,78,36,196020.08
P085,W010,479,111,76,499434.14
P086,W001,285,102,61,115234.05
P086,W002,86,65,60,34772.38
P086,W003,714,141,65,288691.62
P086,W004,330,71,47,133428.9
P086,W005,92,88,71,37198.36
P086,W006,446,108,23,180331.18
P086,W007,74,139,55,29920.42
P086,W008,428,54,54,173053.24
P086,W009,275,72,33,111190.75
P086,W010,316,127,58,127768.28
P087,W001,8,147,45,8128.48
P087,W002,313,107,50,318026.78
P087,W003,309,83,26,313962.54
P087,W004,244,65,27,247918.64
P087,W005,129,136,36,131071.74
P087,W006,494,110,78,501933.64
P087,W007,427,140,34,433857.62
P087,W008,53,80,50,53851.18
P087,W009,289,56,47,293641.34
P087,W010,381,81,78,387118.86
P088,W001,238,141,66,292956.58
P088,W002,17,63,62,20925.47
P088,W003,432,87,71,531753.12
P088,W004,392,69,43,482516.72
P088,W005,368,137,54,452974.88
P088,W006,304,135,49,374196.64
P088,W007,306,131,32,376658.46
P088,W008,254,110,37,312651.14
P088,W009,353,98,45,434511.23
P088,W010,160,116,22,196945.6
P089,W001,369,97,34,371298.87
P089,W002,90,69,74,90560.7
P089,W003,329,139,23,331049.67
P089,W004,353,121,75,355199.19
P089,W005,196,100,66,197221.08
P089,W006,467,102,51,469909.41
P089,W007,113,78,68,113703.99
P089,W008,444,68,72,446766.12
P089,W009,380,78,23,382367.4
P089,W010,20,124,77,20124.6
P090,W001,245,100,71,260741.25
P090,W002,391,59,40,416121.75
P090,W003,331,87,29,352266.75
P090,W004,484,144,56,515097.0
P090,W005,221,94,50,235199.25
P090,W006,71,145,69,75561.75
P090,W007,312,57,73,332046.0
P090,W008,459,115,39,488490.75
P090,W009,438,97,26,466141.5
P090,W010,185,54,24,196886.25
P091,W001,340,113,78,263748.2
P091,W002,59,93,62,45768.07
P091,W003,552,100,36,428202.96
P091,W004,143,79,69,110929.39
P091,W005,161,107,56,124892.53
P091,W006,376,136,41,291674.48
P091,W007,412,115,75,319600.76
P091,W008,409,100,26,317273.57
P091,W009,10,126,39,7757.3
P091,W010,228,115,52,176866.44
P092,W001,469,84,28,223881.84
P092,W002,7,116,66,3341.52
P092,W003,481,142,23,229610.16
P092,W004,82,124,43,39143.52
P092,W005,417,97,43,199059.12
P092,W006,68,145,26,32460.48
P092,W007,99,53,72,47258.64
P092,W008,320,110,73,152755.2
P092,W009,185,96,45,88311.6
P092,W010,199,90,61,94994.64
P093,W001,292,133,23,210292.56
P093,W002,313,138,64,225416.34
P093,W003,528,128,52,380255.04
P093,W004,26,103,43,18724.68
P093,W005,81,129,43,58334.58
P093,W006,410,64,78,295273.8
P093,W007,379,52,71,272948.22
P093,W008,36,80,21,25926.48
P093,W009,50,73,79,36009.0
P093,W010,416,96,44,299594.88
P094,W001,117,113,65,109455.84
P094,W002,176,53,67,164651.52
P094,W003,371,56,55,347077.92
P094,W004,29,98,44,27130.08
P094,W005,361,121,44,337722.72
P094,W006,167,69,61,156231.84
P094,W007,366,113,67,342400.32
P094,W008,63,92,50,58937.76
P094,W009,409,66,61,382627.68
P094,W010,181,81,40,169329.12
P095,W001,145,137,64,34105.45
P095,W002,245,106,76,57626.45
P095,W003,486,57,51,114312.06
P095,W004,146,86,71,34340.66
P095,W005,105,119,51,24697.05
P095,W006,219,103,25,51510.99
P095,W007,441,97,40,103727.61
P095,W008,328,104,74,77148.88
P095,W009,269,64,73,63271.49
P095,W010,262,142,49,61625.02
P096,W001,159,82,36,22500.09
P096,W002,274,132,46,38773.74
P096,W003,596,82,64,84339.96
P096,W004,307,136,45,43443.57
P096,W005,71,82,43,10047.21
P096,W006,287,110,46,40613.37
P096,W007,9,86,59,1273.59
P096,W008,134,51,77,18962.34
P096,W009,497,135,67,70330.47
P096,W010,360,145,21,50943.6
P097,W001,382,117,73,308193.78
P097,W002,34,130,68,27430.86
P097,W003,571,56,75,460677.09
P097,W004,221,121,55,178300.59
P097,W005,99,146,29,79872.21
P097,W006,123,132,65,99235.17
P097,W007,65,53,68,52441.35
P097,W008,385,87,75,310614.15
P097,W009,311,116,31,250911.69
P097,W010,215,96,35,173459.85
P098,W001,239,140,32,311981.04
P098,W002,159,80,77,207552.24
P098,W003,486,121,64,634404.96
P098,W004,182,109,55,237575.52
P098,W005,262,140,21,342004.32
P098,W006,32,78,30,41771.52
P098,W007,49,110,41,63962.64
P098,W008,273,62,51,356363.28
P098,W009,486,83,34,634404.96
P098,W010,419,100,79,546945.84
P099,W001,109,118,42,80560.81
P099,W002,162,120,42,119732.58
P099,W003,664,125,59,490755.76
P099,W004,65,114,67,48040.85
P099,W005,402,76,46,297114.18
P099,W006,303,64,67,223944.27
P099,W007,336,89,42,248334.24
P099,W008,385,81,55,284549.65
P099,W009,107,63,23,79082.63
P099,W010,221,102,57,163338.89
P100,W001,293,120,44,62162.88
P100,W002,143,128,48,30338.88
P100,W003,467,67,52,99078.72
P100,W004,203,92,68,43068.48
P100,W005,482,116,45,102261.12
P100,W006,147,130,21,31187.52
P100,W007,172,129,72,36491.52
P100,W008,391,74,56,82954.56
P100,W009,79,71,79,16760.64
P100,W010,419,85,65,88895.04
P101,W001,283,136,76,310085.93
P101,W002,336,138,33,368158.56
P101,W003,318,126,53,348435.78
P101,W004,133,71,24,145729.43
P101,W005,374,106,61,409795.54
P101,W006,391,78,75,428422.61
P101,W007,6,99,30,6574.26
P101,W008,401,88,38,439379.71
P101,W009,94,123,27,102996.74
P101,W010,181,105,40,198323.51
P102,W001,491,129,21,249536.02
P102,W002,391,143,61,198714.02
P102,W003,307,110,61,156023.54
P102,W004,42,67,61,21345.24
P102,W005,39,86,56,19820.58
P102,W006,325,140,61,165171.5
P102,W007,38,69,22,19312.36
P102,W008,295,58,79,149924.9
P102,W009,337,124,71,171270.14
P102,W010,359,108,60,182450.98
P103,W001,275,84,38,111938.75
P103,W002,125,60,73,50881.25
P103,W003,776,61,29,315870.8
P103,W004,39,115,48,15874.95
P103,W005,245,95,37,99727.25
P103,W006,220,91,56,89551.0
P103,W007,249,136,76,101355.45
P103,W008,240,62,20,97692.0
P103,W009,208,52,54,84666.4
P103,W010,287,54,42,116823.35
P104,W001,242,131,31,180444.88
P104,W002,187,110,74,139434.68
P104,W003,524,89,53,390715.36
P104,W004,263,142,48,196103.32
P104,W005,215,56,20,160312.6
P104,W006,78,84,57,58159.92
P104,W007,428,115,57,319133.92
P104,W008,393,118,78,293036.52
P104,W009,233,53,40,173734.12
P104,W010,388,91,26,289308.32
P105,W001,242,115,68,127316.2
P105,W002,340,75,54,178874.0
P105,W003,632,146,30,332495.2
P105,W004,393,50,29,206757.3
P105,W005,496,50,76,260945.6
P105,W006,194,119,53,102063.4
P105,W007,421,65,57,221488.1
P105,W008,495,52,29,260419.5
P105,W009,6,100,63,3156.6
P105,W010,287,81,70,150990.7
P106,W001,195,117,70,200941.65
P106,W002,305,138,34,314293.35
P106,W003,433,102,26,446193.51
P106,W004,18,52,47,18548.46
P106,W005,325,60,31,334902.75
P106,W006,492,131,57,506991.24
P106,W007,156,108,69,160753.32
P106,W008,227,51,40,233916.69
P106,W009,103,57,49,106138.41
P106,W010,162,137,78,166936.14
P107,W001,390,85,57,294071.7
P107,W002,365,137,70,275220.95
P107,W003,362,115,55,272958.86
P107,W004,11,89,73,8294.33
P107,W005,458,116,30,345345.74
P107,W006,156,55,67,117628.68
P107,W007,436,88,33,328757.08
P107,W008,229,62,59,172672.87
P107,W009,112,56,60,84451.36
P107,W010,420,117,70,316692.6
P108,W001,28,142,56,24983.84
P108,W002,415,93,44,370296.2
P108,W003,338,102,57,301590.64
P108,W004,131,146,22,116888.68
P108,W005,137,66,59,122242.36
P108,W006,453,136,72,404202.84
P108,W007,381,100,77,339958.68
P108,W008,296,73,48,264114.88
P108,W009,322,116,49,287314.16
P108,W010,326,82,43,290883.28
P109,W001,367,146,47,133786.18
P109,W002,68,106,43,24788.72
P109,W003,781,83,51,284705.74
P109,W004,256,149,24,93322.24
P109,W005,125,74,35,45567.5
P109,W006,38,98,46,13852.52
P109,W007,439,114,28,160033.06
P109,W008,239,132,46,87125.06
P109,W009,187,76,24,68168.98
P109,W010,447,118,54,162949.38
P110,W001,249,98,42,172163.58
P110,W002,250,94,51,172855.0
P110,W003,714,84,37,493673.88
P110,W004,323,115,41,223328.66
P110,W005,308,69,46,212957.36
P110,W006,433,60,67,299384.86
P110,W007,355,77,34,245454.1
P110,W008,129,63,24,89193.18
P110,W009,244,62,69,168706.48
P110,W010,190,122,71,131369.8
P111,W001,160,78,72,203120.0
P111,W002,67,50,51,85056.5
P111,W003,477,128,35,605551.5
P111,W004,391,96,47,496374.5
P111,W005,179,61,37,227240.5
P111,W006,255,57,34,323722.5
P111,W007,15,103,65,19042.5
P111,W008,51,90,67,64744.5
P111,W009,160,129,53,203120.0
P111,W010,426,64,60,540807.0
P112,W001,464,142,79,345772.8
P112,W002,135,93,46,100602.0
P112,W003,323,148,52,240699.6
P112,W004,46,100,46,34279.2
P112,W005,39,124,27,29062.8
P112,W006,36,92,31,26827.2
P112,W007,424,145,22,315964.8
P112,W008,436,110,79,324907.2
P112,W009,200,81,36,149040.0
P112,W010,2,133,76,1490.4
P113,W001,459,113,54,361352.34
P113,W002,350,115,70,275541.0
P113,W003,499,146,27,392842.74
P113,W004,355,72,61,279477.3
P113,W005,181,129,44,142494.06
P113,W006,254,137,78,199964.04
P113,W007,74,61,24,58257.24
P113,W008,177,95,55,139345.02
P113,W009,58,64,60,45661.08
P113,W010,279,92,37,219645.54
P114,W001,437,142,27,521188.05
P114,W002,224,130,55,267153.6
P114,W003,394,140,52,469904.1
P114,W004,32,60,44,38164.8
P114,W005,105,141,78,125228.25
P114,W006,116,97,63,138347.4
P114,W007,209,101,28,249263.85
P114,W008,258,125,41,307703.7
P114,W009,0,96,63,0.0
P114,W010,404,126,44,481830.6
P115,W001,446,142,42,387177.06
P115,W002,323,107,76,280399.53
P115,W003,411,104,70,356793.21
P115,W004,214,69,28,185775.54
P115,W005,231,123,61,200533.41
P115,W006,337,132,64,292553.07
P115,W007,93,85,66,80734.23
P115,W008,114,134,46,98964.54
P115,W009,480,109,57,416692.8
P115,W010,258,65,31,223972.38
P116,W001,411,118,24,427378.35
P116,W002,188,94,77,195491.8
P116,W003,597,63,65,620790.45
P116,W004,459,112,70,477291.15
P116,W005,38,131,26,39514.3
P116,W006,454,62,65,472091.9
P116,W007,118,137,50,122702.3
P116,W008,438,61,35,455454.3
P116,W009,197,98,29,204850.45
P116,W010,151,72,76,157017.35
P117,W001,133,52,78,162075.13
P117,W002,384,140,62,467946.24
P117,W003,548,118,56,667798.28
P117,W004,438,121,49,533751.18
P117,W005,232,89,46,282717.52
P117,W006,342,83,30,416764.62
P117,W007,368,141,51,448448.48
P117,W008,291,135,35,354615.51
P117,W009,206,73,70,251033.66
P117,W010,283,60,21,344866.63
P118,W001,484,126,47,355372.16
P118,W002,26,146,70,19090.24
P118,W003,754,56,43,553616.96
P118,W004,414,95,45,303975.36
P118,W005,47,66,77,34509.28
P118,W006,40,76,57,29369.6
P118,W007,130,101,51,95451.2
P118,W008,120,91,74,88108.8
P118,W009,380,51,43,279011.2
P118,W010,484,101,24,355372.16
P119,W001,240,130,60,191323.2
P119,W002,166,83,44,132331.88
P119,W003,368,69,53,293362.24
P119,W004,242,142,41,192917.56
P119,W005,242,144,26,192917.56
P119,W006,265,53,26,211252.7
P119,W007,400,101,46,318872.0
P119,W008,209,117,76,166610.62
P119,W009,279,76,35,222413.22
P119,W010,404,115,49,322060.72
P120,W001,493,64,46,452036.63
P120,W002,312,66,62,286075.92
P120,W003,457,74,69,419027.87
P120,W004,470,88,20,430947.7
P120,W005,14,79,51,12836.74
P120,W006,98,110,65,89857.18
P120,W007,429,58,50,393354.39
P120,W008,72,140,63,66017.52
P120,W009,412,55,53,377766.92
P120,W010,466,138,60,427280.06
P121,W001,189,142,49,70124.67
P121,W002,99,62,51,36731.97
P121,W003,401,81,73,148783.03
P121,W004,190,55,73,70495.7
P121,W005,484,83,27,179578.52
P121,W006,338,109,58,125408.14
P121,W007,338,64,39,125408.14
P121,W008,81,62,62,30053.43
P121,W009,180,128,42,66785.4
P121,W010,441,122,60,163624.23
P122,W001,195,146,29,170665.95
P122,W002,442,143,47,386842.82
P122,W003,322,118,42,281817.62
P122,W004,385,86,33,336955.85
P122,W005,98,63,46,85770.58
P122,W006,160,135,61,140033.6
P122,W007,466,71,24,407847.86
P122,W008,51,66,31,44635.71
P122,W009,386,56,62,337831.06
P122,W010,67,111,60,58639.07
P123,W001,45,119,30,55453.05
P123,W002,461,75,38,568085.69
P123,W003,383,125,38,471967.07
P123,W004,2,90,43,2464.58
P123,W005,289,68,76,356131.81
P123,W006,332,113,32,409120.28
P123,W007,209,68,49,257548.61
P123,W008,358,113,71,441159.82
P123,W009,18,127,22,22181.22
P123,W010,487,50,75,600125.23
P124,W001,434,143,66,463906.94
P124,W002,249,50,30,266158.59
P124,W003,533,118,45,569729.03
P124,W004,383,83,71,409392.53
P124,W005,356,77,63,380531.96
P124,W006,308,108,78,329224.28
P124,W007,191,86,75,204161.81
P124,W008,487,125,27,520559.17
P124,W009,368,96,78,393358.88
P124,W010,233,60,48,249056.03
P125,W001,410,80,74,154319.9
P125,W002,169,143,52,63609.91
P125,W003,446,60,29,167869.94
P125,W004,467,141,70,175774.13
P125,W005,227,111,24,85440.53
P125,W006,190,64,21,71514.1
P125,W007,215,68,65,80923.85
P125,W008,96,120,22,36133.44
P125,W009,150,61,46,56458.5
P125,W010,314,105,23,118186.46
P126,W001,257,80,50,36404.05
P126,W002,2,76,47,283.3
P126,W003,524,53,26,74224.6
P126,W004,114,122,65,16148.1
P126,W005,462,55,34,65442.3
P126,W006,451,86,28,63884.15
P126,W007,274,136,38,38812.1
P126,W008,189,71,59,26771.85
P126,W009,375,75,68,53118.75
P126,W010,98,145,59,13881.7
P127,W001,395,76,61,446235.45
P127,W002,13,144,68,14686.23
P127,W003,531,92,49,599876.01
P127,W004,27,143,40,30502.17
P127,W005,413,59,56,466570.23
P127,W006,173,71,66,195439.83
P127,W007,403,67,60,455273.13
P127,W008,176,144,21,198828.96
P127,W009,471,121,28,532093.41
P127,W010,61,50,24,68912.31
P128,W001,221,86,37,78406.38
P128,W002,94,72,28,33349.32
P128,W003,738,103,55,261827.64
P128,W004,120,133,65,42573.6
P128,W005,198,81,57,70246.44
P128,W006,227,90,61,80535.06
P128,W007,479,85,46,169939.62
P128,W008,161,59,50,57119.58
P128,W009,378,113,57,134106.84
P128,W010,325,72,74,115303.5
P129,W001,222,81,33,51355.26
P129,W002,212,67,62,49041.96
P129,W003,624,104,35,144349.92
P129,W004,453,78,29,104792.49
P129,W005,273,123,64,63153.09
P129,W006,92,94,56,21282.36
P129,W007,491,137,22,113583.03
P129,W008,193,106,21,44646.69
P129,W009,96,83,33,22207.68
P129,W010,245,143,47,56675.85
P130,W001,436,87,48,391035.32
P130,W002,23,124,68,20628.01
P130,W003,510,119,47,457403.7
P130,W004,150,146,23,134530.5
P130,W005,109,54,77,97758.83
P130,W006,359,60,70,321976.33
P130,W007,295,145,57,264576.65
P130,W008,171,130,32,153364.77
P130,W009,467,69,40,418838.29
P130,W010,449,65,33,402694.63
P131,W001,279,147,43,225805.86
P131,W002,184,56,44,148918.56
P131,W003,631,82,75,510693.54
P131,W004,25,90,64,20233.5
P131,W005,132,117,35,106832.88
P131,W006,288,79,63,233089.92
P131,W007,271,140,52,219331.14
P131,W008,459,74,58,371487.06
P131,W009,119,65,58,96311.46
P131,W010,330,78,31,267082.2
P132,W001,118,71,58,160726.62
P132,W002,280,70,41,381385.2
P132,W003,521,70,20,709648.89
P132,W004,405,66,62,551646.45
P132,W005,54,93,79,73552.86
P132,W006,426,147,28,580250.34
P132,W007,214,109,34,291487.26
P132,W008,413,81,33,562543.17
P132,W009,386,99,55,525766.74
P132,W010,235,71,31,320091.15
P133,W001,166,69,31,43452.16
P133,W002,305,112,23,79836.8
P133,W003,730,103,62,191084.8
P133,W004,243,70,44,63607.68
P133,W005,140,73,55,36646.4
P133,W006,139,102,67,36384.64
P133,W007,211,57,23,55231.36
P133,W008,352,54,77,92139.52
P133,W009,79,68,75,20679.04
P133,W010,180,53,76,47116.8
P134,W001,65,107,29,20456.15
P134,W002,280,54,60,88118.8
P134,W003,569,135,74,179069.99
P134,W004,179,66,47,56333.09
P134,W005,242,138,40,76159.82
P134,W006,314,111,44,98818.94
P134,W007,298,104,48,93783.58
P134,W008,400,129,48,125884.0
P134,W009,389,89,58,122422.19
P134,W010,315,111,57,99133.65
P135,W001,471,140,67,619614.63
P135,W002,289,86,50,380188.17
P135,W003,367,122,67,482799.51
P135,W004,123,68,61,161810.19
P135,W005,467,111,52,614352.51
P135,W006,289,132,69,380188.17
P135,W007,25,132,30,32888.25
P135,W008,46,113,55,60514.38
P135,W009,177,92,60,232848.81
P135,W010,367,67,27,482799.51
P136,W001,307,101,61,364958.53
P136,W002,484,137,25,575374.36
P136,W003,301,81,55,357825.79
P136,W004,302,129,40,359014.58
P136,W005,298,61,33,354259.42
P136,W006,345,90,67,410132.55
P136,W007,354,101,71,420831.66
P136,W008,473,94,36,562297.67
P136,W009,82,119,23,97480.78
P136,W010,240,102,31,285309.6
P137,W001,34,79,74,44491.72
P137,W002,439,105,41,574466.62
P137,W003,715,51,37,935634.7
P137,W004,429,79,32,561380.82
P137,W005,353,76,30,461928.74
P137,W006,229,82,30,299664.82
P137,W007,479,106,63,626809.82
P137,W008,245,103,29,320602.1
P137,W009,116,59,37,151795.28
P137,W010,340,134,41,444917.2
P138,W001,109,132,37,34212.92
P138,W002,169,129,76,53045.72
P138,W003,477,122,71,149720.76
P138,W004,6,94,59,1883.28
P138,W005,368,55,26,115507.84
P138,W006,126,66,52,39548.88
P138,W007,477,127,78,149720.76
P138,W008,134,136,25,42059.92
P138,W009,383,106,70,120216.04
P138,W010,258,81,60,80981.04
P139,W001,306,60,20,202293.54
P139,W002,119,95,61,78669.71
P139,W003,652,132,61,431030.68
P139,W004,214,130,61,141473.26
P139,W005,203,84,36,134201.27
P139,W006,221,104,77,146100.89
P139,W007,342,58,48,226092.78
P139,W008,11,90,59,7271.99
P139,W009,138,141,73,91230.42
P139,W010,370,144,40,244603.3
P140,W001,271,80,26,238558.59
P140,W002,285,51,37,250882.65
P140,W003,525,85,22,462152.25
P140,W004,117,77,55,102993.93
P140,W005,359,136,77,316024.11
P140,W006,249,111,32,219192.21
P140,W007,456,127,25,401412.24
P140,W008,145,69,73,127642.05
P140,W009,286,101,47,251762.94
P140,W010,395,148,79,347714.55
P141,W001,6,127,27,2089.68
P141,W002,460,55,53,160208.8
P141,W003,586,110,59,204092.08
P141,W004,159,67,62,55376.52
P141,W005,41,131,36,14279.48
P141,W006,58,76,68,20200.24
P141,W007,163,144,40,56769.64
P141,W008,358,95,27,124684.24
P141,W009,130,61,21,45276.4
P141,W010,67,78,66,23334.76
P142,W001,285,88,72,300615.15
P142,W002,296,93,56,312217.84
P142,W003,476,62,47,502080.04
P142,W004,170,129,32,179314.3
P142,W005,451,109,25,475710.29
P142,W006,496,73,59,523175.84
P142,W007,445,105,57,469381.55
P142,W008,386,92,41,407148.94
P142,W009,283,136,50,298505.57
P142,W010,401,94,58,422970.79
P143,W001,319,105,56,250277.83
P143,W002,206,69,21,161621.42
P143,W003,621,54,60,487217.97
P143,W004,461,86,21,361686.77
P143,W005,349,115,45,273814.93
P143,W006,419,86,30,328734.83
P143,W007,199,121,34,156129.43
P143,W008,78,108,69,61196.46
P143,W009,87,89,30,68257.59
P143,W010,295,80,53,231448.15
P144,W001,445,62,32,330706.2
P144,W002,11,62,34,8174.76
P144,W003,669,83,53,497174.04
P144,W004,444,106,35,329963.04
P144,W005,418,53,64,310640.88
P144,W006,265,91,29,196937.4
P144,W007,186,82,31,138227.76
P144,W008,271,122,47,201396.36
P144,W009,274,109,38,203625.84
P144,W010,153,68,49,113703.48
P145,W001,244,120,39,297465.28
P145,W002,477,137,69,581520.24
P145,W003,793,114,66,966762.16
P145,W004,379,140,40,462046.48
P145,W005,156,115,63,190182.72
P145,W006,344,109,41,419377.28
P145,W007,404,88,58,492524.48
P145,W008,210,55,57,256015.2
P145,W009,221,57,76,269425.52
P145,W010,418,131,34,509592.16
P146,W001,140,87,47,62514.2
P146,W002,349,86,40,155838.97
P146,W003,671,137,70,299621.63
P146,W004,304,73,79,135745.12
P146,W005,290,62,76,129493.7
P146,W006,466,55,77,208082.98
P146,W007,162,122,68,72337.86
P146,W008,269,62,32,120116.57
P146,W009,452,135,34,201831.56
P146,W010,205,82,43,91538.65
P147,W001,325,84,77,272684.75
P147,W002,131,106,39,109912.93
P147,W003,367,65,34,307924.01
P147,W004,63,58,70,52858.89
P147,W005,239,126,72,200528.17
P147,W006,82,74,72,68800.46
P147,W007,235,57,76,197172.05
P147,W008,115,55,57,96488.45
P147,W009,278,108,57,233250.34
P147,W010,342,62,38,286948.26
P148,W001,15,64,75,2868.9
P148,W002,39,69,68,7459.14
P148,W003,655,87,76,125275.3
P148,W004,167,135,33,31940.42
P148,W005,493,87,37,94291.18
P148,W006,206,137,27,39399.56
P148,W007,60,117,55,11475.6
P148,W008,408,105,29,78034.08
P148,W009,443,89,74,84728.18
P148,W010,269,63,24,51448.94
P149,W001,370,100,28,483908.2
P149,W002,281,57,70,367508.66
P149,W003,771,89,61,1008360.06
P149,W004,58,111,75,75855.88
P149,W005,3,52,45,3923.58
P149,W006,83,146,21,108552.38
P149,W007,316,67,61,413283.76
P149,W008,462,55,47,604231.32
P149,W009,458,81,63,598999.88
P149,W010,158,87,20,206641.88
P150,W001,468,57,45,639414.36
P150,W002,323,146,26,441305.21
P150,W003,541,94,70,739152.07
P150,W004,318,68,32,434473.86
P150,W005,333,77,67,454967.91
P150,W006,112,143,58,153022.24
P150,W007,186,113,48,254126.22
P150,W008,185,147,25,252759.95
P150,W009,60,52,72,81976.2
P150,W010,33,100,73,45086.91
P151,W001,5,128,22,3566.1
P151,W002,21,85,42,14977.62
P151,W003,725,93,76,517084.5
P151,W004,47,146,21,33521.34
P151,W005,355,95,44,253193.1
P151,W006,271,123,20,193282.62
P151,W007,35,112,42,24962.7
P151,W008,234,57,39,166893.48
P151,W009,479,136,34,341632.38
P151,W010,449,121,38,320235.78
P152,W001,122,109,30,146492.72
P152,W002,463,76,26,555951.88
P152,W003,401,103,48,481504.76
P152,W004,492,117,61,590773.92
P152,W005,98,83,70,117674.48
P152,W006,26,73,70,31219.76
P152,W007,136,115,68,163303.36
P152,W008,78,85,71,93659.28
P152,W009,117,97,71,140488.92
P152,W010,247,71,22,296587.72
P153,W001,270,134,71,262923.3
P153,W002,176,65,79,171387.04
P153,W003,771,113,21,750792.09
P153,W004,182,128,45,177229.78
P153,W005,445,141,22,433336.55
P153,W006,131,74,64,127566.49
P153,W007,206,141,79,200600.74
P153,W008,417,88,26,406070.43
P153,W009,145,132,41,141199.55
P153,W010,411,78,52,400227.69
P154,W001,213,53,60,165392.37
P154,W002,457,143,46,354855.93
P154,W003,611,126,79,474435.39
P154,W004,331,51,21,257018.19
P154,W005,230,125,31,178592.7
P154,W006,191,89,73,148309.59
P154,W007,291,99,37,225958.59
P154,W008,85,108,75,66001.65
P154,W009,444,72,41,344761.56
P154,W010,392,70,21,304384.08
P155,W001,396,102,23,175332.96
P155,W002,267,73,55,118216.92
P155,W003,618,52,44,273625.68
P155,W004,455,72,27,201455.8
P155,W005,238,147,71,105376.88
P155,W006,493,74,53,218280.68
P155,W007,179,97,71,79254.04
P155,W008,382,95,45,169134.32
P155,W009,496,138,43,219608.96
P155,W010,109,86,48,48260.84
P156,W001,477,97,22,108307.62
P156,W002,182,56,66,41324.92
P156,W003,385,98,41,87418.1
P156,W004,344,81,49,78108.64
P156,W005,277,93,77,62895.62
P156,W006,120,84,64,27247.2
P156,W007,194,53,24,44049.64
P156,W008,46,86,54,10444.76
P156,W009,387,131,74,87872.22
P156,W010,414,73,64,94002.84
P157,W001,105,115,65,31166.1
P157,W002,310,139,33,92014.2
P157,W003,421,131,32,124961.22
P157,W004,366,129,49,108636.12
P157,W005,408,92,55,121102.56
P157,W006,161,139,44,47788.02
P157,W007,167,78,55,49568.94
P157,W008,309,73,50,91717.38
P157,W009,333,114,23,98841.06
P157,W010,184,92,54,54614.88
P158,W001,97,107,43,20728.9
P158,W002,155,121,43,33123.5
P158,W003,789,54,38,168609.3
P158,W004,336,92,66,71803.2
P158,W005,418,115,76,89326.6
P158,W006,486,57,20,103858.2
P158,W007,337,128,21,72016.9
P158,W008,269,111,58,57485.3
P158,W009,444,84,39,94882.8
P158,W010,311,60,33,66460.7
P159,W001,138,50,21,116883.24
P159,W002,367,136,50,310841.66
P159,W003,735,98,57,622530.3
P159,W004,446,114,75,377753.08
P159,W005,193,56,65,163467.14
P159,W006,454,130,27,384528.92
P159,W007,371,138,69,314229.58
P159,W008,165,63,47,139751.7
P159,W009,364,96,44,308300.72
P159,W010,132,77,26,111801.36
P160,W001,292,114,46,326844.36
P160,W002,411,78,77,460044.63
P160,W003,571,117,23,639137.43
P160,W004,76,130,75,85069.08
P160,W005,328,91,44,367140.24
P160,W006,51,100,52,57085.83
P160,W007,82,63,70,91785.06
P160,W008,365,56,37,408555.45
P160,W009,299,54,28,334679.67
P160,W010,215,96,54,240655.95
P161,W001,69,86,60,19549.08
P161,W002,436,134,42,123527.52
P161,W003,479,69,24,135710.28
P161,W004,214,145,34,60630.48
P161,W005,286,63,21,81029.52
P161,W006,465,87,70,131743.8
P161,W007,345,60,75,97745.4
P161,W008,387,121,53,109644.84
P161,W009,192,135,48,54397.44
P161,W010,166,144,62,47031.12
P162,W001,258,138,25,88999.68
P162,W002,261,98,60,90034.56
P162,W003,490,84,25,169030.4
P162,W004,237,126,20,81755.52
P162,W005,70,79,23,24147.2
P162,W006,388,129,41,133844.48
P162,W007,64,95,68,22077.44
P162,W008,175,133,74,60368.0
P162,W009,91,53,47,31391.36
P162,W010,202,79,35,69681.92
P163,W001,240,58,78,73497.6
P163,W002,217,100,40,66454.08
P163,W003,708,130,35,216817.92
P163,W004,90,68,37,27561.6
P163,W005,224,124,20,68597.76
P163,W006,488,137,63,149445.12
P163,W007,417,108,46,127702.08
P163,W008,482,89,67,147607.68
P163,W009,86,141,51,26336.64
P163,W010,141,130,78,43179.84
P164,W001,194,78,65,248791.42
P164,W002,218,104,40,279569.74
P164,W003,718,96,46,920784.74
P164,W004,181,76,57,232119.83
P164,W005,49,130,38,62839.07
P164,W006,322,114,55,412942.46
P164,W007,371,71,56,475781.53
P164,W008,79,68,27,101311.97
P164,W009,432,130,52,554009.76
